"_id","experiment","session","condition","lm_scenarios","tm_scenarios","ls_n","lt_n","ts_n","tt_n","d_n","ls_t","lt_t","ts_t","tt_t","d_t","draw_t","totalTime","subject","linear_score","triangular_score","linear_time","triangular_time","score_diff","time_diff","totalScore","demo1","demo2"
"ObjectId(""58e45befd46cc6fa347e523f"")","reverse","november","0","longmire","axis","5","7","2","2","2","111881","330465","271716","518114","117241","584869","2312791","0YCBK","12","4","442346","789830","-8","-347484","18","{""Q0"":""Other"",""Q1"":""Third"",""Q2"":""Biomedical & Health Sciences"",""Q3"":""Female"",""Q4"":""the first one (linear""}","{""Q0"":""20"",""Q1"":""South Korea""}"
"ObjectId(""58e45befd46cc6fa347e5240"")","reverse","november","3","axis","longmire","5","7","5","9","2","147674","355730","169513","420453","122466","587880","2322299","Y163Y","12","14","503404","589966","2","-86562","28","{""Q0"":""Mandarin or Cantonese"",""Q1"":""Third"",""Q2"":""Natural Sciences"",""Q3"":""Male"",""Q4"":""the second one (triangular)""}","{""Q0"":""21"",""Q1"":""China""}"
"ObjectId(""58e45befd46cc6fa347e5241"")","reverse","november","2","axis","longmire","4","6","4","8","2","129293","284502","264132","302969","109471","718112","2147696","2G6DZ","10","12","413795","567101","2","-153306","24","{""Q0"":""English"",""Q1"":""First"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Female"",""Q4"":""the first one (linear""}","{""Q0"":""19"",""Q1"":""UNITED STATES OF AMERICA""}"
"ObjectId(""58e45befd46cc6fa347e5242"")","experiment","0","0","axis","longmire","3","5","2","1","2","96851","262370","75690","238164","164224","374080","1583562","5HJKF","8","3","359221","313854","-5","45367","13","{""Q0"":""Other"",""Q1"":""Second"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Male"",""Q4"":""the first one (linear""}","{""Q0"":""18"",""Q1"":""India""}"
"ObjectId(""58e45befd46cc6fa347e5243"")","reverse","mike","3","longmire","axis","4","8","3","5","1","127446","491709","249524","440329","1496901","141684","3685510","WXTMW","12","8","619155","689853","-4","-70698","21","{""Q0"":""English"",""Q1"":""Third"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Male"",""Q4"":""the first one (linear""}","{""Q0"":""1984"",""Q1"":""USA""}"
"ObjectId(""58e45befd46cc6fa347e5244"")","reverse","november","3","axis","longmire","4","9","5","8","2","134331","290760","193852","420158","154920","455927","1904601","0VL0U","13","13","425091","614010","0","-188919","28","{""Q0"":""Other"",""Q1"":""Fourth"",""Q2"":""Biomedical & Health Sciences"",""Q3"":""Female"",""Q4"":""the first one (linear""}","{""Q0"":""22"",""Q1"":""Korea""}"
"ObjectId(""58e45befd46cc6fa347e5245"")","reverse","november","3","axis","longmire","4","9","2","2","1","100592","221268","164027","450716","77566","532462","1784647","RSWNL","13","4","321860","614743","-9","-292883","18","{""Q0"":""Other"",""Q1"":""Third"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Male"",""Q4"":""the second one (triangular)""}","{""Q0"":""21"",""Q1"":""Mongolia""}"
"ObjectId(""58e45befd46cc6fa347e5246"")","reverse","november","2","longmire","axis","4","6","1","0","0","153877","556022","510719","689648","57311","1006224","3369711","7ED8L","10","1","709899","1200367","-9","-490468","11","{""Q0"":""English"",""Q1"":""Fifth"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Male"",""Q4"":""the first one (linear""}","{""Q0"":""26"",""Q1"":""Thailand""}"
"ObjectId(""58e45befd46cc6fa347e5247"")","reverse","november","2","longmire","axis","5","9","3","9","2","149418","521625","253309","389168","84222","1161083","3051312","UO2T6","14","12","671043","642477","-2","28566","28","{""Q0"":""Other"",""Q1"":""Second"",""Q2"":""Biomedical & Health Sciences"",""Q3"":""Male"",""Q4"":""the second one (triangular)""}","{""Q0"":""19"",""Q1"":""USA""}"
"ObjectId(""58e45befd46cc6fa347e5248"")","reverse","mike","0","axis","longmire","5","4","2","3","1","142992","325272","187185","604072","167217","634006","2475607","NNQMR","9","5","468264","791257","-4","-322993","15","{""Q0"":""Other"",""Q1"":""Fourth"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Male"",""Q4"":""the second one (triangular)""}","{""Q0"":""25"",""Q1"":""Sri Lanka""}"
"ObjectId(""58e45befd46cc6fa347e5249"")","reverse","mike","3","axis","longmire","5","7","2","2","2","169202","345360","236272","1034521","152454","1132991","3566683","UBU1J","12","4","514562","1270793","-8","-756231","18","{""Q0"":""Mandarin or Cantonese"",""Q1"":""Second"",""Q2"":""Biomedical & Health Sciences"",""Q3"":""Female"",""Q4"":""the first one (linear""}","{""Q0"":""20"",""Q1"":""China""}"
"ObjectId(""58e45befd46cc6fa347e524a"")","reverse","november","3","axis","longmire","4","6","2","3","2","150486","369224","219406","1009156","226209","1140951","3418310","WRSTF","10","5","519710","1228562","-5","-708852","17","{""Q0"":""Spanish"",""Q1"":""First"",""Q2"":""Engineering"",""Q3"":""Male"",""Q4"":""the second one (triangular)""}","{""Q0"":""18"",""Q1"":""USA""}"
"ObjectId(""58e45befd46cc6fa347e524b"")","reverse","mike","4","axis","longmire","4","6","5","6","2","107368","279402","171880","497897","213812","1211346","2840748","AJO2K","10","11","386770","669777","1","-283007","23","{""Q0"":""English"",""Q1"":""Third"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Female"",""Q4"":""the second one (triangular)""}","{""Q0"":""20"",""Q1"":""England""}"
"ObjectId(""58e45befd46cc6fa347e524c"")","reverse","novemver","1","longmire","axis","5","7","4","9","1","198323","545884","286677","742915","654876","313165","3149783","SM3FW","12","13","744207","1029592","1","-285385","26","{""Q0"":""English"",""Q1"":""Third"",""Q2"":""Math or Computer Sciences"",""Q3"":""Male"",""Q4"":""the second one (triangular)""}","{""Q0"":""20"",""Q1"":""UNITED STATES""}"
"ObjectId(""58e45befd46cc6fa347e524d"")","reverse","mike","1","longmire","axis","5","8","4","8","1","164653","586120","323420","408704","812004","68020","2880295","XN2WE","13","12","750773","732124","-1","18649","26","{""Q0"":""Mandarin or Cantonese"",""Q1"":""Second"",""Q2"":""Biomedical & Health Sciences"",""Q3"":""Male"",""Q4"":""the second one (triangular)""}","{""Q0"":""20"",""Q1"":""China""}"
"ObjectId(""58e45befd46cc6fa347e524e"")","reverse","mike","0","axis","longmire","5","8","2","3","2","119416","312408","213442","651289","142096","528567","2532064","WMC7L","13","5","431824","864731","-8","-432907","20","{""Q0"":""English"",""Q1"":""Fourth"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Female"",""Q4"":""the first one (linear""}","{""Q0"":""21"",""Q1"":""USA""}"
"ObjectId(""58e45befd46cc6fa347e524f"")","reverse","mike","0","axis","longmire","5","9","4","9","1","184537","525564","203201","538494","115672","836962","2836944","14F0J","14","13","710101","741695","-1","-31594","28","{""Q0"":""English"",""Q1"":""Fourth"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Female"",""Q4"":""the second one (triangular)""}","{""Q0"":""21"",""Q1"":""USA""}"
"ObjectId(""58e45befd46cc6fa347e5250"")","reverse","november","1","axis","longmire","5","8","3","7","2","161811","463014","314205","681414","167612","474415","2671403","80TJK","13","10","624825","995619","-3","-370794","25","{""Q0"":""English"",""Q1"":""First"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Female"",""Q4"":""the first one (linear""}","{""Q0"":""19"",""Q1"":""u.s.""}"
"ObjectId(""58e45befd46cc6fa347e5251"")","experiment","mike","0","axis","longmire","3","9","5","7","0","227606","537096","195974","597223","230819","877196","3214042","E43B1","12","12","764702","793197","0","-28495","24","{""Q0"":""Spanish"",""Q1"":""Fourth"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Male"",""Q4"":""the first one (linear""}","{""Q0"":""21"",""Q1"":""United States""}"
"ObjectId(""58e45befd46cc6fa347e5252"")","experiment","mike","0","longmire","axis","5","8","1","1","1","109426","396600","312848","437067","72347","848203","2586487","YJRLT","13","2","506026","749915","-11","-243889","16","{""Q0"":""English"",""Q1"":""Second"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Male"",""Q4"":""the first one (linear""}","{""Q0"":""19"",""Q1"":""United States of America""}"
"ObjectId(""58e45befd46cc6fa347e5253"")","experiment","mike","1","longmire","axis","5","8","3","7","2","215983","449087","342013","346680","344348","1175685","3315073","9SXEO","13","10","665070","688693","-3","-23623","25","{""Q0"":""Mandarin or Cantonese"",""Q1"":""First"",""Q2"":""Biomedical & Health Sciences"",""Q3"":""Female"",""Q4"":""the first one (linear""}","{""Q0"":""19"",""Q1"":""Dominican Republic""}"
"ObjectId(""58e45befd46cc6fa347e5254"")","reverse","mike","1","axis","longmire","5","8","4","7","2","128364","334329","193805","441002","98961","919362","2543558","6SESR","13","11","462693","634807","-2","-172114","26","{""Q0"":""English"",""Q1"":""Third"",""Q2"":""Biomedical & Health Sciences"",""Q3"":""Female"",""Q4"":""the second one (triangular)""}","{""Q0"":""20"",""Q1"":""USA""}"
"ObjectId(""58e45befd46cc6fa347e5255"")","experiment","mike","2","axis","longmire","3","8","3","8","2","131387","244291","167022","393453","282068","281475","1951516","GP70L","11","11","375678","560475","0","-184797","24","{""Q0"":""English"",""Q1"":""Second"",""Q2"":""Math or Computer Sciences"",""Q3"":""Male"",""Q4"":""the second one (triangular)""}","{""Q0"":""19"",""Q1"":""USA""}"
"ObjectId(""58e45befd46cc6fa347e5256"")","reverse","mike","2","longmire","axis","4","10","4","9","2","110068","428614","214966","422818","94820","787377","2587137","WN45J","14","13","538682","637784","-1","-99102","29","{""Q0"":""Mandarin or Cantonese"",""Q1"":""First"",""Q2"":""Math or Computer Sciences"",""Q3"":""Male"",""Q4"":""the second one (triangular)""}","{""Q0"":""20"",""Q1"":""China""}"
"ObjectId(""58e45befd46cc6fa347e5257"")","reverse","mike","2","longmire","axis","4","9","3","8","1","123366","365533","259937","304442","119053","795118","2392044","DB8P9","13","11","488899","564379","-2","-75480","25","{""Q0"":""English"",""Q1"":""Third"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Female"",""Q4"":""the first one (linear""}","{""Q0"":""27"",""Q1"":""USA""}"
"ObjectId(""58e45befd46cc6fa347e5258"")","reverse","mike","1","axis","longmire","5","7","2","6","0","141351","347186","195769","533071","175861","400426","2204169","NTST8","12","8","488537","728840","-4","-240303","20","{""Q0"":""Spanish"",""Q1"":""Fourth"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Male"",""Q4"":""the first one (linear""}","{""Q0"":""21"",""Q1"":""United States""}"
"ObjectId(""58e45befd46cc6fa347e5259"")","reverse","november","2","axis","longmire","4","7","5","10","2","204679","408632","239968","531573","135160","712459","2646096","YH6KW","11","15","613311","771541","4","-158230","28","{""Q0"":""Mandarin or Cantonese"",""Q1"":""First"",""Q2"":""Biomedical & Health Sciences"",""Q3"":""Female"",""Q4"":""the first one (linear""}","{""Q0"":""18"",""Q1"":""China""}"
"ObjectId(""58e45befd46cc6fa347e525a"")","reverse","mike","4","longmire","axis","4","9","3","7","1","111682","448309","194760","365850","145057","475250","2188536","18MDU","13","10","559991","560610","-3","-619","24","{""Q0"":""Spanish"",""Q1"":""First"",""Q2"":""Fine Arts"",""Q3"":""Female"",""Q4"":""the first one (linear""}","{""Q0"":""19"",""Q1"":""USA""}"
"ObjectId(""58e45befd46cc6fa347e525b"")","reverse","mike","3","axis","longmire","4","6","5","8","1","153596","333974","273240","458296","127392","410063","2138235","GQN1V","10","13","487570","731536","3","-243966","24","{""Q0"":""English"",""Q1"":""First"",""Q2"":""Natural Sciences"",""Q3"":""Female"",""Q4"":""the first one (linear""}","{""Q0"":""18"",""Q1"":""Thailand""}"
"ObjectId(""58e45befd46cc6fa347e525c"")","reverse","november","2","axis","longmire","4","10","3","9","2","119162","185967","235376","224068","103317","451205","1591772","EKNO2","14","12","305129","459444","-2","-154315","28","{""Q0"":""English"",""Q1"":""Second"",""Q2"":""Biomedical & Health Sciences"",""Q3"":""Female"",""Q4"":""the first one (linear""}","{""Q0"":""19"",""Q1"":""USA""}"
"ObjectId(""58e45befd46cc6fa347e525d"")","reverse","mike","0","axis","longmire","4","6","1","1","1","135724","298553","195712","597422","731139","69918","2527063","88WRE","10","2","434277","793134","-8","-358857","13","{""Q0"":""Other"",""Q1"":""First"",""Q2"":""Math or Computer Sciences"",""Q3"":""Male"",""Q4"":""the second one (triangular)""}","{""Q0"":""18"",""Q1"":""INDIA""}"
"ObjectId(""58e45befd46cc6fa347e525e"")","reverse","mike","0","axis","longmire","5","7","5","9","2","118401","289762","210797","386476","103007","445660","2038959","7L5E7","12","14","408163","597273","2","-189110","28","{""Q0"":""Mandarin or Cantonese"",""Q1"":""Second"",""Q2"":""Math or Computer Sciences"",""Q3"":""Male"",""Q4"":""the second one (triangular)""}","{""Q0"":""20"",""Q1"":""China""}"
"ObjectId(""58e45befd46cc6fa347e525f"")","reverse","mike","0","axis","longmire","3","5","5","7","1","117516","456260","261151","474535","161009","362547","2278848","G7PG5","8","12","573776","735686","4","-161910","21","{""Q0"":""Spanish"",""Q1"":""Fourth"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Female"",""Q4"":""the second one (triangular)""}","{""Q0"":""21"",""Q1"":""USA""}"
"ObjectId(""58e45befd46cc6fa347e5260"")","reverse","mike","4","longmire","axis","4","8","4","10","2","78425","428092","110742","221747","72387","583314","2010913","VVNY9","12","14","506517","332489","2","174028","28","{""Q0"":""Spanish"",""Q1"":""Third"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Female"",""Q4"":""the second one (triangular)""}","{""Q0"":""21"",""Q1"":""Colombia""}"
"ObjectId(""58e45befd46cc6fa347e5261"")","reverse","mike","1","longmire","axis","4","4","0","0","1","116572","161067","200148","345763","369986","62459","1647305","6Y878","8","0","277639","545911","-8","-268272","9","{""Q0"":""English"",""Q1"":""First"",""Q2"":""Biomedical & Health Sciences"",""Q3"":""Female"",""Q4"":""the first one (linear""}","{""Q0"":""18"",""Q1"":""United States""}"
"ObjectId(""58e45befd46cc6fa347e5262"")","reverse","mike","1","longmire","axis","4","7","2","7","0","178978","580734","667514","483595","143577","879972","3364638","P307J","11","9","759712","1151109","-2","-391397","20","{""Q0"":""Spanish"",""Q1"":""First"",""Q2"":""Biomedical & Health Sciences"",""Q3"":""Male"",""Q4"":""the first one (linear""}","{""Q0"":""19"",""Q1"":""United States""}"
"ObjectId(""58e45befd46cc6fa347e5263"")","reverse","mike","4","longmire","axis","3","7","3","6","1","89023","370534","124537","274288","73161","793097","2161173","AHBJE","10","9","459557","398825","-1","60732","20","{""Q0"":""English"",""Q1"":""Third"",""Q2"":""Biomedical & Health Sciences"",""Q3"":""Male"",""Q4"":""the second one (triangular)""}","{""Q0"":""20"",""Q1"":""United States""}"
"ObjectId(""58e45befd46cc6fa347e5264"")","experiment","mike","2","axis","longmire","3","9","5","9","2","159846","302849","254973","408967","123515","890651","2548463","59BNT","12","14","462695","663940","2","-201245","28","{""Q0"":""English"",""Q1"":""Second"",""Q2"":""Social Sciences (incl. CogSci)"",""Q3"":""Male"",""Q4"":""the first one (linear""}","{""Q0"":""20"",""Q1"":""'Merica""}"
